;ID,ID_F,NAME_F,LF,WF,ZPjy,ZPerg
3,4,JWIRCAM,1.25,0.15,1551.01,2.93e-10
3,5,HWIRCAM,1.62,0.28,1044.35,1.173e-10
3,6,KsWIRCAM,2.13,0.32,674.62,4.34e-11
35,7,J2MASS,1.23,0.16,1582.23,3.143e-10
35,8,H2MASS,1.64,0.25,1024.74,1.144e-10
35,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
38,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
142,7,J2MASS,1.23,0.16,1582.23,3.143e-10
142,8,H2MASS,1.64,0.25,1024.74,1.144e-10
142,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
97,26,JOMEGA2000,1.19,0.23,1636.89,3.4371600000000005e-10
97,27,HOMEGA2000,1.63,0.25,1027.59,1.1513200000000001e-10
97,28,KsOMEGA2000,2.13,0.27,678.77,4.39e-11
0,7,J2MASS,1.23,0.16,1582.23,3.143e-10
0,8,H2MASS,1.64,0.25,1024.74,1.144e-10
0,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
4,7,J2MASS,1.23,0.16,1582.23,3.143e-10
4,8,H2MASS,1.64,0.25,1024.74,1.144e-10
4,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
10,7,J2MASS,1.23,0.16,1582.23,3.143e-10
10,8,H2MASS,1.64,0.25,1024.74,1.144e-10
10,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
14,7,J2MASS,1.23,0.16,1582.23,3.143e-10
14,8,H2MASS,1.64,0.25,1024.74,1.144e-10
14,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
186,7,J2MASS,1.23,0.16,1582.23,3.143e-10
186,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
189,7,J2MASS,1.23,0.16,1582.23,3.143e-10
189,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
190,7,J2MASS,1.23,0.16,1582.23,3.143e-10
190,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
16,7,J2MASS,1.23,0.16,1582.23,3.143e-10
16,8,H2MASS,1.64,0.25,1024.74,1.144e-10
16,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
17,7,J2MASS,1.23,0.16,1582.23,3.143e-10
17,8,H2MASS,1.64,0.25,1024.74,1.144e-10
17,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
18,7,J2MASS,1.23,0.16,1582.23,3.143e-10
18,8,H2MASS,1.64,0.25,1024.74,1.144e-10
18,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
19,7,J2MASS,1.23,0.16,1582.23,3.143e-10
19,8,H2MASS,1.64,0.25,1024.74,1.144e-10
19,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
26,7,J2MASS,1.23,0.16,1582.23,3.143e-10
26,8,H2MASS,1.64,0.25,1024.74,1.144e-10
26,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
28,7,J2MASS,1.23,0.16,1582.23,3.143e-10
28,8,H2MASS,1.64,0.25,1024.74,1.144e-10
28,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
29,7,J2MASS,1.23,0.16,1582.23,3.143e-10
29,8,H2MASS,1.64,0.25,1024.74,1.144e-10
29,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
30,7,J2MASS,1.23,0.16,1582.23,3.143e-10
30,8,H2MASS,1.64,0.25,1024.74,1.144e-10
30,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
37,7,J2MASS,1.23,0.16,1582.23,3.143e-10
37,8,H2MASS,1.64,0.25,1024.74,1.144e-10
37,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
39,7,J2MASS,1.23,0.16,1582.23,3.143e-10
39,8,H2MASS,1.64,0.25,1024.74,1.144e-10
39,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
40,7,J2MASS,1.23,0.16,1582.23,3.143e-10
40,8,H2MASS,1.64,0.25,1024.74,1.144e-10
40,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
42,7,J2MASS,1.23,0.16,1582.23,3.143e-10
42,8,H2MASS,1.64,0.25,1024.74,1.144e-10
42,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
46,7,J2MASS,1.23,0.16,1582.23,3.143e-10
46,8,H2MASS,1.64,0.25,1024.74,1.144e-10
46,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
47,7,J2MASS,1.23,0.16,1582.23,3.143e-10
47,8,H2MASS,1.64,0.25,1024.74,1.144e-10
47,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
58,7,J2MASS,1.23,0.16,1582.23,3.143e-10
58,8,H2MASS,1.64,0.25,1024.74,1.144e-10
58,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
59,7,J2MASS,1.23,0.16,1582.23,3.143e-10
59,8,H2MASS,1.64,0.25,1024.74,1.144e-10
59,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
62,7,J2MASS,1.23,0.16,1582.23,3.143e-10
62,8,H2MASS,1.64,0.25,1024.74,1.144e-10
62,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
63,7,J2MASS,1.23,0.16,1582.23,3.143e-10
63,8,H2MASS,1.64,0.25,1024.74,1.144e-10
63,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
84,7,J2MASS,1.23,0.16,1582.23,3.143e-10
84,8,H2MASS,1.64,0.25,1024.74,1.144e-10
84,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
68,7,J2MASS,1.23,0.16,1582.23,3.143e-10
68,8,H2MASS,1.64,0.25,1024.74,1.144e-10
68,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
73,7,J2MASS,1.23,0.16,1582.23,3.143e-10
73,8,H2MASS,1.64,0.25,1024.74,1.144e-10
73,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
75,7,J2MASS,1.23,0.16,1582.23,3.143e-10
75,8,H2MASS,1.64,0.25,1024.74,1.144e-10
75,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
76,7,J2MASS,1.23,0.16,1582.23,3.143e-10
76,8,H2MASS,1.64,0.25,1024.74,1.144e-10
76,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
7,7,J2MASS,1.23,0.16,1582.23,3.143e-10
7,8,H2MASS,1.64,0.25,1024.74,1.144e-10
7,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
167,7,J2MASS,1.23,0.16,1582.23,3.143e-10
167,8,H2MASS,1.64,0.25,1024.74,1.144e-10
167,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
162,7,J2MASS,1.23,0.16,1582.23,3.143e-10
162,8,H2MASS,1.64,0.25,1024.74,1.144e-10
162,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
164,7,J2MASS,1.23,0.16,1582.23,3.143e-10
164,8,H2MASS,1.64,0.25,1024.74,1.144e-10
164,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
171,7,J2MASS,1.23,0.16,1582.23,3.143e-10
171,8,H2MASS,1.64,0.25,1024.74,1.144e-10
171,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
172,31,JUKIDSS,1.25,0.14,1534.75,2.9399999999999997e-10
172,32,KUKIDSS,2.19,0.31,632.56,3.99258e-11
101,26,JOMEGA2000,1.19,0.23,1636.89,3.4371600000000005e-10
101,27,HOMEGA2000,1.63,0.25,1027.59,1.1513200000000001e-10
101,28,KsOMEGA2000,2.13,0.27,678.77,4.39e-11
94,7,J2MASS,1.23,0.16,1582.23,3.143e-10
94,8,H2MASS,1.64,0.25,1024.74,1.144e-10
94,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
90,7,J2MASS,1.23,0.16,1582.23,3.143e-10
90,8,H2MASS,1.64,0.25,1024.74,1.144e-10
90,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
89,7,J2MASS,1.23,0.16,1582.23,3.143e-10
89,8,H2MASS,1.64,0.25,1024.74,1.144e-10
89,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
88,7,J2MASS,1.23,0.16,1582.23,3.143e-10
88,8,H2MASS,1.64,0.25,1024.74,1.144e-10
88,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
55,7,J2MASS,1.23,0.16,1582.23,3.143e-10
55,8,H2MASS,1.64,0.25,1024.74,1.144e-10
55,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
53,7,J2MASS,1.23,0.16,1582.23,3.143e-10
53,8,H2MASS,1.64,0.25,1024.74,1.144e-10
53,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
193,7,J2MASS,1.23,0.16,1582.23,3.143e-10
193,8,H2MASS,1.64,0.25,1024.74,1.144e-10
193,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
194,7,J2MASS,1.23,0.16,1582.23,3.143e-10
194,8,H2MASS,1.64,0.25,1024.74,1.144e-10
194,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
198,7,J2MASS,1.23,0.16,1582.23,3.143e-10
198,8,H2MASS,1.64,0.25,1024.74,1.144e-10
198,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
199,7,J2MASS,1.23,0.16,1582.23,3.143e-10
199,8,H2MASS,1.64,0.25,1024.74,1.144e-10
199,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
200,7,J2MASS,1.23,0.16,1582.23,3.143e-10
200,8,H2MASS,1.64,0.25,1024.74,1.144e-10
200,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
201,7,J2MASS,1.23,0.16,1582.23,3.143e-10
201,8,H2MASS,1.64,0.25,1024.74,1.144e-10
201,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
202,41,SQIID-J,1.23,0.32,1603.9,3.1694099999999995e-10
202,42,SQIID-H,1.64,0.28,1014.83,1.1316e-10
202,43,SQIID-K,2.2,0.57,656.62,4.1666e-11
204,44,F160W,1.59,0.31,1063.3,1.2659299999999997e-10
204,45,F205W,2.03,0.42,711.03,5.18108e-11
206,7,J2MASS,1.23,0.16,1582.23,3.143e-10
206,8,H2MASS,1.64,0.25,1024.74,1.144e-10
206,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
207,7,J2MASS,1.23,0.16,1582.23,3.143e-10
207,8,H2MASS,1.64,0.25,1024.74,1.144e-10
207,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
301,7,J2MASS,1.23,0.16,1582.23,3.143e-10
301,8,H2MASS,1.64,0.25,1024.74,1.144e-10
301,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
313,7,J2MASS,1.23,0.16,1582.23,3.143e-10
313,8,H2MASS,1.64,0.25,1024.74,1.144e-10
313,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
314,7,J2MASS,1.23,0.16,1582.23,3.143e-10
314,8,H2MASS,1.64,0.25,1024.74,1.144e-10
314,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
315,7,J2MASS,1.23,0.16,1582.23,3.143e-10
315,8,H2MASS,1.64,0.25,1024.74,1.144e-10
315,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
316,7,J2MASS,1.23,0.16,1582.23,3.143e-10
316,8,H2MASS,1.64,0.25,1024.74,1.144e-10
316,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
317,7,J2MASS,1.23,0.16,1582.23,3.143e-10
317,8,H2MASS,1.64,0.25,1024.74,1.144e-10
317,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
321,7,J2MASS,1.23,0.16,1582.23,3.143e-10
321,8,H2MASS,1.64,0.25,1024.74,1.144e-10
321,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
323,7,J2MASS,1.23,0.16,1582.23,3.143e-10
323,8,H2MASS,1.64,0.25,1024.74,1.144e-10
323,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
324,7,J2MASS,1.23,0.16,1582.23,3.143e-10
324,8,H2MASS,1.64,0.25,1024.74,1.144e-10
324,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
325,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
326,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
327,7,J2MASS,1.23,0.16,1582.23,3.143e-10
327,8,H2MASS,1.64,0.25,1024.74,1.144e-10
327,9,Ks2MASS,2.15,0.26,665.21,4.306e-11
